Datetime,ID,Link,Price,SqrFeet,Hood,Housing
2018-10-13 20:27,6722830427,https://toronto.craigslist.ca/tor/apa/d/rent-100-harbour-st-for-lease/6722830427.html,3300,700ft2, (Toronto),2br
2018-10-13 20:27,6722830684,https://toronto.craigslist.ca/tor/apa/d/rent-88-harbour-st-toronto/6722830684.html,3200,700ft2, (Toronto),2br
2018-10-13 20:28,6722830843,https://toronto.craigslist.ca/tor/apa/d/rent-100-harbour-st-for-lease/6722830843.html,2950,600ft2, (Toronto),2br
2018-10-13 17:37,6722721743,https://toronto.craigslist.ca/tor/apa/d/yonge-sheppard-11-all/6722721743.html,2300,799ft2, (North York),1br
2018-10-13 17:32,6722717693,https://toronto.craigslist.ca/tor/apa/d/lakeshore-bathurst-1-bdrm/6722717693.html,2200,550ft2, (Lakeshore/Bathurst),1br
2018-10-13 17:32,6722717529,https://toronto.craigslist.ca/tor/apa/d/front-spadina-1-bdrm-condo/6722717529.html,2200,550ft2, (Front/Spadina),1br
2018-10-13 17:31,6722717399,https://toronto.craigslist.ca/tor/apa/d/king-church-1-bdrm-condo/6722717399.html,2095,415ft2, (King/Church),1br
2018-10-13 17:31,6722717251,https://toronto.craigslist.ca/tor/apa/d/spadina-lakeshore-1-bdrmden/6722717251.html,2100,550ft2, (Spadina/Lakeshore),1br
2018-10-13 17:31,6722717103,https://toronto.craigslist.ca/tor/apa/d/bay-adelaide-1-bdrm-condo/6722717103.html,2150,415ft2, (Bay/Adelaide),1br
2018-10-13 17:24,6722711954,https://toronto.craigslist.ca/tor/apa/d/1-bed-den-318-richmond-st-1906/6722711954.html,2400,0, (318 Richmond St W 1906),1br
2018-10-13 17:22,6722709827,https://toronto.craigslist.ca/tor/apa/d/1-bed-33-charles-st-3308/6722709827.html,2400,0, (33 Charles St E 3308),1br
2018-10-13 17:18,6722707142,https://toronto.craigslist.ca/tor/apa/d/1-bed-den-55-regent-park-blvd/6722707142.html,2400,0, (55 Regent Park Blvd 1901),1br
2018-10-13 17:18,6703348210,https://toronto.craigslist.ca/mss/apa/d/1-bdrm-den-condo-for-rent/6703348210.html,2000,0, (Mississauga),1br
2018-10-13 17:18,6700654211,https://toronto.craigslist.ca/mss/apa/d/2-bdrm-den-condo-for-rent/6700654211.html,2300,0, (Mississauga),2br
2018-10-13 17:16,6722705688,https://toronto.craigslist.ca/mss/apa/d/mississauga-city-centre-condo/6722705688.html,2000,0, (Mississauga),1br
2018-10-13 17:15,6722704596,https://toronto.craigslist.ca/tor/apa/d/1-bed-87-peter-st-1712/6722704596.html,2330,0, (87 Peter St 1712),1br
2018-10-13 17:12,6722702255,https://toronto.craigslist.ca/tor/apa/d/1-bed-650-king-st-403/6722702255.html,2300,0, (650 King St W 403),1br
2018-10-13 17:09,6722699931,https://toronto.craigslist.ca/tor/apa/d/1-bed-88-harbour-st-2306/6722699931.html,2300,0, (88 Harbour St 2306),1br
2018-10-13 17:06,6722697094,https://toronto.craigslist.ca/tor/apa/d/1-bed-57-st-joseph-st-614/6722697094.html,2250,0, (57 St Joseph St 614),1br
2018-10-13 16:58,6722690850,https://toronto.craigslist.ca/tor/apa/d/charming-condo-heart-of-the/6722690850.html,2300,550ft2, (352 Front St W),1br
2018-10-13 16:58,6722690409,https://toronto.craigslist.ca/tor/apa/d/1-bed-87-peter-st-1615/6722690409.html,2200,0, (87 Peter St 1615),1br
2018-10-13 16:58,6722690349,https://toronto.craigslist.ca/tor/apa/d/king-west-1-bed-1-bath/6722690349.html,1850,550ft2, (Toronto),1br
2018-10-13 16:57,6722689655,https://toronto.craigslist.ca/tor/apa/d/big-condo-with-superb-lay-out/6722689655.html,554900,0,0,2br
